query,plan,ground_truth,pred_tool_1,pred_score_1,pred_tool_2,pred_score_2,pred_tool_3,pred_score_3,pred_tool_4,pred_score_4,pred_tool_5,pred_score_5,pred_tool_6,pred_score_6,pred_tool_7,pred_score_7,pred_tool_8,pred_score_8,pred_tool_9,pred_score_9,pred_tool_10,pred_score_10
在抖音的商城搜下卫龙辣条再帮我看下快递送到上海的时间,"在抖音中的商城搜索卫龙辣条
  在抖音中的商城查看快递送到上海的时间","search_delivery_time(app, search_info_slot, address_slot), search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)","search_delivery_time(app, search_info_slot, address_slot)",1.0000000023841857,"open_logistics_receive(app, filter_type)",0.8975890843153614,"call_order_courier(app, search_info_slot)",0.8728198352704193,"order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)",0.843714882043014,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.8114394464534159,"manage_order_logistics_status(app, search_info_slot, action_type)",0.8034145515328615,"open_orders_bought(app, order_status, filter_detail_slot)",0.8014340428720391,"open_order_tracking_number(app, search_info_slot)",0.7949134400082639,"add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)",0.7900580190953915,"open_goods_page(app, search_info_slot, page_type)",0.7835036793093489
去抖音的商城打开乔丹的评论，再把毛巾加入购物车,"在抖音中的商城打开乔丹的评论
  在抖音中的商城把毛巾加入购物车","add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot), open_goods_page(app, search_info_slot, page_type)","add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)",0.9884853982925415,"open_goods_page(app, search_info_slot, page_type)",0.950102910157165,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.8678454236377413,"order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)",0.8659186111356362,"search_cart_content(app, search_info_slot)",0.8532650262598086,"add_into_favorite_goods(app, search_info_slot)",0.8469178087383518,"add_into_favorite_stores(app, search_info_slot)",0.8369498458615301,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.8256864686276999,"search_in_favorite_stores(app, search_info_slot)",0.7985230682812691,"rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)",0.11495867018692797
抖音的商城打开螺母的规格再把大号的螺母加入购物车,"在抖音中的商城打开螺母的规格
  在抖音中的商城把大号的螺母加入购物车","add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot), open_goods_page(app, search_info_slot, page_type)","add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)",1.0000000023841857,"open_goods_page(app, search_info_slot, page_type)",0.9085323644760397,"order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)",0.886669619910615,"add_into_favorite_goods(app, search_info_slot)",0.8207322098329484,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.8169506711204407,"open_stores_page(app, store_name_slot, search_info_slot, category_slot)",0.8169182959330101,open_camera_search(app),0.7962021634732052,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.7954879460858439,"add_into_favorite_stores(app, search_info_slot)",0.794041448015023,"open_customer_service(app, order_slot, store_slot)",0.7939952242644174
在抖音的商城打开热水器的参数，在把两台空调加入购物车,"在抖音中的商城打开热水器的参数
  在抖音中的商城把两台空调加入购物车","add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot), open_goods_page(app, search_info_slot, page_type)","add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)",1.0000000023841857,"open_goods_page(app, search_info_slot, page_type)",0.9427362416689343,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.8620723549589302,"order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)",0.8543442458779835,"search_cart_content(app, search_info_slot)",0.8506339499715221,"open_cart_content(app, filter_type, filter_detail_slot)",0.8489994541905739,"add_into_favorite_goods(app, search_info_slot)",0.8429873973739495,"rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)",0.12509506320707708,"open_stores_page(app, store_name_slot, search_info_slot, category_slot)",0.10621607308065337,"open_logistics_receive(app, filter_type)",0.07710086547562274
在抖音的商城打开真我gt5手机的详情还要把送到南京的沙发加入了购物车,"在抖音中的商城打开真我gt5手机的详情
  在抖音中的商城把送到南京的沙发加入了购物车","add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot), open_goods_page(app, search_info_slot, page_type)","add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)",1.0000000023841857,"open_goods_page(app, search_info_slot, page_type)",0.9505202061780428,"open_cart_content(app, filter_type, filter_detail_slot)",0.8667818254054672,"search_cart_content(app, search_info_slot)",0.8500262310435484,"order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)",0.8467296754948634,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.843265976597632,"add_into_favorite_goods(app, search_info_slot)",0.8379380765233319,"add_into_favorite_stores(app, search_info_slot)",0.8102967214438913,open_camera_search(app),0.8100309131510793,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.804954102543032
帮我用抖音极速版商城搜一下生日蛋糕，再看看蛋糕送到景明小区的时间是多久,"在抖音极速版中的商城搜索生日蛋糕
  在抖音极速版中的商城查看蛋糕送到景明小区的时间","search_delivery_time(app, search_info_slot, address_slot), search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)","search_delivery_time(app, search_info_slot, address_slot)",1.0000000023841857,"order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)",0.9705532903420708,"rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)",0.9006004821316208,"add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)",0.8635530148621599,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.8599281289307674,"open_goods_page(app, search_info_slot, page_type)",0.8443405943114852,"add_into_favorite_goods(app, search_info_slot)",0.837825130795456,"manage_order_logistics_status(app, search_info_slot, action_type)",0.8310422370827597,"open_logistics_receive(app, filter_type)",0.8256853802679505,"open_stores_page(app, store_name_slot, search_info_slot, category_slot)",0.818706319479954
打开抖音极速版商城蛋白粉的评论，把瑜伽垫加入购物车,"在抖音极速版中的商城打开蛋白粉的评论
  在抖音极速版中的商城把瑜伽垫加入购物车","add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot), open_goods_page(app, search_info_slot, page_type)","add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)",1.0000000023841857,"open_goods_page(app, search_info_slot, page_type)",0.9169250867710153,"rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)",0.8620050269914932,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.8528398736438929,"search_cart_content(app, search_info_slot)",0.8523386395350939,"open_cart_content(app, filter_type, filter_detail_slot)",0.846500538056722,"open_stores_page(app, store_name_slot, search_info_slot, category_slot)",0.8435259135899753,"order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)",0.8400915795844542,"add_into_favorite_goods(app, search_info_slot)",0.8348454713146252,"open_special_page(app, page_type)",0.8012436524667131
给我在抖音极速版商城打开运动水杯的规格尺寸，再把小号的水杯加入购物车,"在抖音极速版中的商城打开运动水杯的规格尺寸
  在抖音极速版中的商城把小号的水杯加入购物车","add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot), open_goods_page(app, search_info_slot, page_type)","add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)",0.9825733923912048,"order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)",0.9066750836192816,"open_goods_page(app, search_info_slot, page_type)",0.8955576559242581,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.8302672377335751,"open_stores_page(app, store_name_slot, search_info_slot, category_slot)",0.8254566862425161,"add_into_favorite_goods(app, search_info_slot)",0.8242630874636918,"search_cart_content(app, search_info_slot)",0.8239397612629614,"open_cart_content(app, filter_type, filter_detail_slot)",0.8196183406078776,"rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)",0.8077860218079274,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.7973059273280108
抖音极速版商城打开捷安特自行车的参数数据再帮我将三瓶润滑油加入购物车,"在抖音极速版中的商城打开捷安特自行车的参数数据
  在抖音极速版中的商城将三瓶润滑油加入购物车","add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot), open_goods_page(app, search_info_slot, page_type)","add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)",1.0000000023841857,"open_goods_page(app, search_info_slot, page_type)",0.9055003813028156,"open_cart_content(app, filter_type, filter_detail_slot)",0.8510700089391378,"search_cart_content(app, search_info_slot)",0.8347017443553454,"order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)",0.822554641393994,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.8049853635269135,"add_into_favorite_goods(app, search_info_slot)",0.7957460164348644,"open_stores_page(app, store_name_slot, search_info_slot, category_slot)",0.7898420365987033,open_camera_search(app),0.7672032442534623,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.7635713108549054
去抖音极速版商城打开乐高赛车的详情再把送到北京的法拉利模型加入购物车,"在抖音极速版中的商城打开乐高赛车的详情
  在抖音极速版中的商城把送到北京的法拉利模型加入购物车","add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot), open_goods_page(app, search_info_slot, page_type)","add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)",1.0000000023841857,"open_goods_page(app, search_info_slot, page_type)",0.921890793895308,"open_cart_content(app, filter_type, filter_detail_slot)",0.868067592702,"search_cart_content(app, search_info_slot)",0.8656416509992353,"order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)",0.8493873097039786,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.8448124663204941,"add_into_favorite_goods(app, search_info_slot)",0.8376969070236326,"open_stores_page(app, store_name_slot, search_info_slot, category_slot)",0.8334029433165058,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.7972965217855903,open_camera_search(app),0.7901545503201061
