query,plan,ground_truth,pred_tool_1,pred_score_1,pred_tool_2,pred_score_2,pred_tool_3,pred_score_3,pred_tool_4,pred_score_4,pred_tool_5,pred_score_5,pred_tool_6,pred_score_6,pred_tool_7,pred_score_7,pred_tool_8,pred_score_8,pred_tool_9,pred_score_9,pred_tool_10,pred_score_10
给我在抖音中搜索篮球,在$抖音$中搜索篮球,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)","search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.9999999976158143,"search_cart_content(app, search_info_slot)",0.9985023616459232,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.9958578109194947,"search_in_favorite_stores(app, search_info_slot)",0.9625561154221987,"search_order(app, search_info_slot, order_status)",0.9075004344961747,open_search_history(app),0.9013057192084426,open_camera_search(app),0.8950005006170514,"open_cart_content(app, filter_type, filter_detail_slot)",0.8743943725113487,"sign_in(app, page_type)",0.863014133340721,"open_customer_service(app, order_slot, store_slot)",0.8428289249377908
我想在抖音中看一下篮球商品,在$抖音$中查看篮球商品,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)","open_cart_content(app, filter_type, filter_detail_slot)",0.9966328120231629,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.9876728424195143,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.9839971219964642,"search_cart_content(app, search_info_slot)",0.9764045438771798,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.9667533434036941,open_camera_search(app),0.939648231429257,"search_in_favorite_stores(app, search_info_slot)",0.925296541241049,"search_order(app, search_info_slot, order_status)",0.923140348412498,open_search_history(app),0.9105470146718899,"open_orders_bought(app, order_status, filter_detail_slot)",0.052210370833203894
请搜索一下篮球，在抖音中,在$抖音$中搜索篮球,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)","search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.9999999976158143,"search_cart_content(app, search_info_slot)",0.9985023616459232,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.9958578109194947,"search_in_favorite_stores(app, search_info_slot)",0.9625561154221987,"search_order(app, search_info_slot, order_status)",0.9075004344961747,open_search_history(app),0.9013057192084426,open_camera_search(app),0.8950005006170514,"open_cart_content(app, filter_type, filter_detail_slot)",0.8743943725113487,"sign_in(app, page_type)",0.863014133340721,"open_customer_service(app, order_slot, store_slot)",0.8428289249377908
我想要在抖音中搜索手机店,在$抖音$中搜索手机店,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)","search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.9994693159510804,"search_in_favorite_stores(app, search_info_slot)",0.9752572691773866,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.969447729587555,"search_cart_content(app, search_info_slot)",0.9376360057499271,open_camera_search(app),0.91060463899138,open_search_history(app),0.8904008706328506,delete_search_history(app),0.05936739014918983,"search_order(app, search_info_slot, order_status)",0.05791132507539828,"search_in_favorite_goods(app, search_info_slot)",0.05327013243599604,"open_stores_page(app, store_name_slot, search_info_slot, category_slot)",0.043509330189069384
帮我在抖音上查找一下手机店,在$抖音$中查找商城中的手机店,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)","search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.995373515837282,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.9710208281890211,open_camera_search(app),0.9601589739275058,"search_in_favorite_stores(app, search_info_slot)",0.941843717838738,"search_cart_content(app, search_info_slot)",0.9307614056069803,open_search_history(app),0.9167814862371546,"open_cart_content(app, filter_type, filter_detail_slot)",0.8774947150846352,"open_logistics_receive(app, filter_type)",0.06,"open_orders_bought(app, order_status, filter_detail_slot)",0.058590844233730274,delete_search_history(app),0.05582636168284026
请搜索一下手机店，在抖音,在$抖音$中搜索手机店,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)","search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.9994693159510804,"search_in_favorite_stores(app, search_info_slot)",0.9752572691773866,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.969447729587555,"search_cart_content(app, search_info_slot)",0.9376360057499271,open_camera_search(app),0.91060463899138,open_search_history(app),0.8904008706328506,delete_search_history(app),0.05936739014918983,"search_order(app, search_info_slot, order_status)",0.05791132507539828,"search_in_favorite_goods(app, search_info_slot)",0.05327013243599604,"open_stores_page(app, store_name_slot, search_info_slot, category_slot)",0.043509330189069384
请帮我在抖音商城搜索水果店，按综合排序,在$抖音$中的商城搜索水果店并按综合排序,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)","search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.9981540145264455,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.9687287783622742,"search_in_favorite_stores(app, search_info_slot)",0.9176750987834986,"search_cart_content(app, search_info_slot)",0.9095526840319919,open_camera_search(app),0.8740730619199353,open_search_history(app),0.8646591079193923,"search_order(app, search_info_slot, order_status)",0.8554748715095967,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.024225985851436337,delete_search_history(app),0.02040854329021563,"open_logistics_receive(app, filter_type)",0.015321433172402808
快点儿去抖音商城按综合排序搜索水果店,在$抖音$中的商城搜索水果店并按综合排序,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)","search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.9981540145264455,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.9687287783622742,"search_in_favorite_stores(app, search_info_slot)",0.9176750987834986,"search_cart_content(app, search_info_slot)",0.9095526840319919,open_camera_search(app),0.8740730619199353,open_search_history(app),0.8646591079193923,"search_order(app, search_info_slot, order_status)",0.8554748715095967,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.024225985851436337,delete_search_history(app),0.02040854329021563,"open_logistics_receive(app, filter_type)",0.015321433172402808
请按综合排序的条件在抖音商城中搜索水果店,在$抖音商城$中搜索水果店按综合排序,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)","search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.998335447211643,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.9630723571777344,"search_in_favorite_stores(app, search_info_slot)",0.9066999771455242,"search_cart_content(app, search_info_slot)",0.8989296845776603,open_search_history(app),0.8696138819916245,open_camera_search(app),0.8646945657506058,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.023786208019532372,delete_search_history(app),0.02059103368338078,"search_order(app, search_info_slot, order_status)",0.017541781413632142,"open_logistics_receive(app, filter_type)",0.014933985778489898
请按销量排序搜索抖音商城中的花店,在$抖音$中的商城中搜索花店按销量排序,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)","search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.9987330092329423,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.9720180606842042,"search_in_favorite_stores(app, search_info_slot)",0.9149717254699492,"search_cart_content(app, search_info_slot)",0.8760996427786284,"search_order(app, search_info_slot, order_status)",0.8477271092312377,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.026943714776673316,open_search_history(app),0.023105542192254535,delete_search_history(app),0.023063996309311472,open_camera_search(app),0.022233376850182583,"search_in_favorite_goods(app, search_info_slot)",0.01833427444262629
请搜索抖音商城中的花店，按销量排序,在$抖音$中的商城搜索花店按销量排序,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)","search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.9988473117110531,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.9702096557617188,"search_in_favorite_stores(app, search_info_slot)",0.9095035924953673,"search_cart_content(app, search_info_slot)",0.8744749631009212,open_camera_search(app),0.8475657687679388,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.02451480180392604,open_search_history(app),0.020689852155979162,delete_search_history(app),0.02065184867747365,"search_order(app, search_info_slot, order_status)",0.018171273790837387,"open_logistics_receive(app, filter_type)",0.015504091345421288
我想要在抖音商城中按销量排序来搜索花店,在$抖音商城$中搜索花店并按销量排序,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)","search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.9990372009081319,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.9677515006065369,"search_in_favorite_stores(app, search_info_slot)",0.9286131460363225,"search_cart_content(app, search_info_slot)",0.8896033343063855,"search_order(app, search_info_slot, order_status)",0.8573193312971933,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.02407234722851779,open_search_history(app),0.020877083525393216,delete_search_history(app),0.020838736137068076,open_camera_search(app),0.019390671335667787,"open_logistics_receive(app, filter_type)",0.015113636056253698
请按人气排序搜索抖音商城中的笔记本店,在$抖音$中的商城中搜索笔记本店并按人气排序,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)","search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.9911834573745728,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.989351814921683,"search_in_favorite_stores(app, search_info_slot)",0.9174840577821773,"search_cart_content(app, search_info_slot)",0.8879444410607031,open_camera_search(app),0.8818124187647909,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.026558084341344032,open_search_history(app),0.02277484539086795,delete_search_history(app),0.022733894131088707,"search_order(app, search_info_slot, order_status)",0.02039447604754953,"search_in_favorite_goods(app, search_info_slot)",0.01807186614839666
请搜索抖音商城中的笔记本店，按销量排序,在$抖音$中的商城搜索笔记本店并按销量排序,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)","search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.9962513855305621,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.9895876026153565,"search_in_favorite_stores(app, search_info_slot)",0.90431641042878,"search_cart_content(app, search_info_slot)",0.8769092888945851,open_camera_search(app),0.8692781157954396,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.02298319376543011,open_search_history(app),0.019397214992079474,delete_search_history(app),0.019361585851887415,"search_order(app, search_info_slot, order_status)",0.017035989515224774,"open_logistics_receive(app, filter_type)",0.014535444275616325
