query,ground_truth,pred_tool_1,pred_tool_2,pred_tool_3,pred_tool_4,pred_tool_5,pred_tool_6,pred_tool_7,pred_tool_8,pred_tool_9,pred_tool_10,pred_score_1,pred_score_2,pred_score_3,pred_score_4,pred_score_5,pred_score_6,pred_score_7,pred_score_8,pred_score_9,pred_score_10
yoyo可以麻烦帮我在抖音的商城打开科比的冠军签名球衣看看嘛,open_goods_page(...),,,,,,,,,,,1.0,0.9997333884239197,0.9436150193214417,0.8885103464126587,0.8026200532913208,0.7983684539794922,0.7627367973327637,0.7466848492622375,0.7276874780654907,0.6588202118873596
yoyo啊，我想看看那个灵犀剑极轻大物的评论，就是抖音的商城里的那个，你帮我打开呗,open_goods_page(...),,,,,,,,,,,1.0,0.8013105988502502,0.6996033191680908,0.6878857612609863,0.651717483997345,0.6464466452598572,0.623680591583252,0.5354874730110168,0.5143234729766846,0.5123469829559326
喂，yoyo，抖音的商城里的雅诗兰黛小棕瓶，它的规格信息有几种容量来着？,open_goods_page(...),,,,,,,,,,,1.0,0.9490601420402527,0.7946803569793701,0.7805314064025879,0.7642265558242798,0.7568711638450623,0.7259852886199951,0.714461088180542,0.7012115120887756,0.6591216325759888
yoyo，抖音的商城里小米14的参数，你帮我找出来，我得跟别的手机比一比配置,open_goods_page(...),,,,,,,,,,,1.0,0.9873653054237366,0.9311328530311584,0.7407535910606384,0.7242085933685303,0.601987898349762,0.5946332812309265,0.5934618711471558,0.48672226071357727,0.4843917489051819
帮我打开抖音的商城里周大福传承系列的手镯，它的详情，我想看看具体的款式和介绍,open_goods_page(...),,,,,,,,,,,1.0,0.9527892470359802,0.8364837169647217,0.8060693740844727,0.801925778388977,0.7989115118980408,0.7975353598594666,0.6513493061065674,0.6490793228149414,0.6169747114181519
yoyo，抖音的商城里的华为P60，送到上海大概要几天啊，你帮我查查。,search_delivery_time(...),,,,,,,,,,,1.0,0.5904850363731384,0.5605589151382446,0.555788516998291,0.5449538230895996,0.5371698141098022,0.5199711322784424,0.5074142217636108,0.49124839901924133,0.46808379888534546
嘿，yoyo，把抖音的商城里的苹果iPhone15给我加到购物车去。,add_into_cart(...),,,,,,,,,,,1.0,0.912023663520813,0.8648866415023804,0.8264421820640564,0.7968754172325134,0.7549277544021606,0.6522670388221741,0.6345847249031067,0.6289267539978027,0.5771942734718323
yoyo，抖音的商城里128GB的iPhone15Pro，你给我放进购物车啊。,add_into_cart(...),,,,,,,,,,,1.0,0.8966330289840698,0.8945978283882141,0.7765820026397705,0.7591968774795532,0.6815963983535767,0.6283562183380127,0.596232533454895,0.5680944919586182,0.5591764450073242
抖音的商城里的百草味坚果礼盒，你帮我放2件到购物车。,add_into_cart(...),,,,,,,,,,,1.0,0.8580628633499146,0.7914043068885803,0.7129747271537781,0.6823681592941284,0.6544007658958435,0.6117070317268372,0.5886030793190002,0.5575240850448608,0.555420458316803
yoyo，你在抖音的商城里给我加进购物车，就上次送到北京市朝阳区的完美日记的口红,add_into_cart(...),,,,,,,,,,,1.0,0.8770763278007507,0.797203540802002,0.7899329662322998,0.6705371737480164,0.667966902256012,0.6601253747940063,0.6580085158348083,0.6268534064292908,0.6252859830856323
yoyo，抖音的商城购物车帮我加上，送到上海市静安区的3支装的花西子眉笔哦,add_into_cart(...),,,,,,,,,,,1.0,0.8179864883422852,0.7332143783569336,0.6973145604133606,0.6845885515213013,0.6409897804260254,0.6177902221679688,0.6053123474121094,0.5931257009506226,0.5821176767349243
帮我在抖音的商城下单华为Mate60 Pro，应该没问题吧？,order_to_purchase_goods(...),,,,,,,,,,,1.0,0.8212882280349731,0.7926477193832397,0.6787874102592468,0.6129481196403503,0.5845085978507996,0.576020359992981,0.5627521872520447,0.5499296188354492,0.5421851873397827
哎，yoyo帮我看看，7米2的飞鲨鱼竿，在抖音的商城能下单不？我朋友都有了，我也想弄一根,order_to_purchase_goods(...),,,,,,,,,,,1.0,0.8073565363883972,0.7967637181282043,0.7304576635360718,0.7193835973739624,0.7164154648780823,0.663915753364563,0.6561874747276306,0.6558228135108948,0.652664303779602
5箱伊利纯牛奶，在抖音的商城里你帮我操作下呗,order_to_purchase_goods(...),,,,,,,,,,,1.0,0.8858414888381958,0.6630858182907104,0.6319044828414917,0.6192147135734558,0.5843261480331421,0.5643190145492554,0.5483127236366272,0.5348535180091858,0.5169070959091187
yoyo，帮我把小米14手机在抖音的商城下单送到广州市天河区,order_to_purchase_goods(...),,,,,,,,,,,1.0,0.8959972262382507,0.7613421678543091,0.6988046765327454,0.6674206256866455,0.648171603679657,0.6475566029548645,0.6425130367279053,0.5413002371788025,0.5374193787574768
yoyo，能帮我用支付宝在抖音的商城下单星巴克咖啡券？,order_to_purchase_goods(...),,,,,,,,,,,1.0,0.8920701742172241,0.8183732628822327,0.8062900900840759,0.7983678579330444,0.723870575428009,0.7219074368476868,0.6876700520515442,0.6723212599754333,0.6459891200065613
你好yoyo，能在抖音的商城下单3盒的蒙牛纯牛奶，用微信支付，送到杭州市西湖区吗？,order_to_purchase_goods(...),,,,,,,,,,,1.0,0.7870243787765503,0.7516789436340332,0.6721693277359009,0.6691806316375732,0.6270372867584229,0.5864939093589783,0.5740370154380798,0.5658044219017029,0.5482194423675537
yoyo，我需要你帮我在抖音的商城收藏兰蔻小黑瓶精华，比较着急,add_into_favorite_goods(...),,,,,,,,,,,1.0,0.9173024296760559,0.7925561666488647,0.7562468647956848,0.7265992164611816,0.7212327718734741,0.7145602107048035,0.6788684129714966,0.633692741394043,0.5654268264770508
在抖音的商城直播里搜一下雅诗兰黛口红，行不行啊yoyo？,search_goods(...),,,,,,,,,,,1.0,0.9857163429260254,0.9296168684959412,0.8634485602378845,0.8533548712730408,0.8100466132164001,0.7957966327667236,0.7936286330223083,0.7931197881698608,0.7540296316146851
yoyo帮忙打开抖音的商城中的小米官方旗舰店，可以吗？,open_stores_page(...),,,,,,,,,,,1.0,0.9192932844161987,0.8883176445960999,0.870276153087616,0.8671790957450867,0.8260324597358704,0.8069623112678528,0.7673046588897705,0.7260990142822266,0.6653227806091309
傻yoyo，帮你爹在抖音的商城的苹果官方旗舰店搜一下iPhone 15Pro，好吗？,open_stores_page(...),,,,,,,,,,,1.0,0.8992307782173157,0.8901500105857849,0.8537082076072693,0.8120257258415222,0.8098464012145996,0.7698646783828735,0.7670844197273254,0.7643454670906067,0.7399868369102478
帮老子打开抖音的商城中安踏官方店的运动鞋类别，谢谢？,open_stores_page(...),,,,,,,,,,,1.0,0.9425195455551147,0.87088942527771,0.7880541682243347,0.746228814125061,0.7316556572914124,0.7307425141334534,0.6790616512298584,0.6684008240699768,0.655742883682251
你爹我需要关注抖音的商城中的无印良品店铺，能做到吗？,add_into_favorite_stores(...),,,,,,,,,,,1.0,0.8782656788825989,0.8473422527313232,0.8331145644187927,0.7797104120254517,0.7400908470153809,0.7198867201805115,0.7069818377494812,0.6982914805412292,0.6700922250747681
宇宙无敌美少女需要在抖音搜索商城特价中的奥妙洗衣液，能找到吗？,search_goods(...),,,,,,,,,,,1.0,0.9947565793991089,0.96286940574646,0.955369234085083,0.9127813577651978,0.9033119082450867,0.897348165512085,0.8652293682098389,0.8336302638053894,0.7913033962249756
我渴死了，帮我抖音的商城小时达里搜搜可口可乐，行不？,search_goods(...),,,,,,,,,,,1.0,0.8918782472610474,0.860647976398468,0.8220977187156677,0.8123064041137695,0.746597409248352,0.7090572118759155,0.693515419960022,0.6889684200286865,0.6308649182319641
小仙女我要在抖音的商城搜一下华为Pura70，筛选销量高的，可以吗？,search_goods(...),,,,,,,,,,,1.0,0.8521985411643982,0.7952508330345154,0.7518805265426636,0.7171562910079956,0.6959729194641113,0.6558002233505249,0.6441264748573303,0.6392731666564941,0.6307433247566223
起床了，帮我打开抖音的商城的国家补贴，搜一下美的空调，能办到吗？,search_goods(...),,,,,,,,,,,1.0,0.8761745095252991,0.8571080565452576,0.8434110879898071,0.8348249197006226,0.7853158712387085,0.7137038707733154,0.6562821269035339,0.6289623379707336,0.6230247020721436
哦，差点忘记查看抖音的商城中九阳豆浆机订单的物流单号，没问题吧？,open_order_tracking_number(...),,,,,,,,,,,1.0,0.9622223973274231,0.825600266456604,0.7928887605667114,0.7536787986755371,0.7440146803855896,0.6809549927711487,0.678141713142395,0.6601404547691345,0.6367214918136597
抖音的商城中联想电脑订单那什么快递电话，帮我拨打一下,call_order_courier(...),,,,,,,,,,,1.0,0.8025751709938049,0.6930099725723267,0.6804773211479187,0.5474327206611633,0.5459123253822327,0.541507363319397,0.5267489552497864,0.5135270357131958,0.4846162796020508
帮我给抖音的商城中资生堂洗面奶订单催一下发货，谢谢啦？,manage_order_logistics_status(...),,,,,,,,,,,1.0,0.8752882480621338,0.8695673942565918,0.8664807081222534,0.8646221160888672,0.8058415055274963,0.7208812832832336,0.7186646461486816,0.7089349031448364,0.6567605137825012
抖音的商城中耐克运动鞋订单，怎么还不配送啊？,manage_order_logistics_status(...),,,,,,,,,,,1.0,0.9339730739593506,0.9246387481689453,0.8911131620407104,0.8642705082893372,0.845470130443573,0.8227916359901428,0.7791165709495544,0.7706758379936218,0.7099089026451111
抖音的商城中的小米手环订单帮我确认收货,manage_order_logistics_status(...),,,,,,,,,,,1.0,0.9027463793754578,0.8778833746910095,0.7980972528457642,0.779590368270874,0.721514880657196,0.663792610168457,0.6417437791824341,0.6269109845161438,0.5941265821456909
抖音的商城中vivo手机订单太垃圾了，申请售后吧,apply_after_sales(...),,,,,,,,,,,1.0,0.9871308207511902,0.8376781344413757,0.7846183776855469,0.7236629128456116,0.659360945224762,0.6377701759338379,0.6371150016784668,0.6225709915161133,0.5386937260627747
抖音的商城中格力风扇订单尺寸太小了，帮我退了,apply_after_sales(...),,,,,,,,,,,1.0,0.8978056311607361,0.8867470622062683,0.7944998145103455,0.7686436772346497,0.7672889232635498,0.6932780742645264,0.6389729976654053,0.6039179563522339,0.5992597937583923
yoyo，评价一下抖音的商城中的欧舒丹护手霜订单,rate_order(...),,,,,,,,,,,1.0,0.8537693619728088,0.8216443657875061,0.716876745223999,0.6950298547744751,0.6807904839515686,0.6347147822380066,0.6122494339942932,0.5728943943977356,0.5499632954597473
抖音的商城中的珀莱雅面霜订单打个五星好评吧,rate_order(...),,,,,,,,,,,1.0,0.7619063854217529,0.7520044445991516,0.6927222013473511,0.685727059841156,0.6138962507247925,0.5719833374023438,0.5684691071510315,0.5669121742248535,0.5514677166938782
"帮我评价抖音的商城中的植村秀砍刀眉笔订单，内容为“很好用，上色均匀""啊",rate_order(...),,,,,,,,,,,1.0,0.7444560527801514,0.724654495716095,0.7010235786437988,0.6760057210922241,0.6735570430755615,0.6492802500724792,0.646282434463501,0.5819066166877747,0.5798471570014954
给抖音的商城中的良品铺子坚果礼盒订单评价并上传图片,rate_order(...),,,,,,,,,,,1.0,0.7105112075805664,0.7096164226531982,0.687121570110321,0.653762698173523,0.6109626889228821,0.608869194984436,0.5891991853713989,0.5749435424804688,0.5708329677581787
评价抖音的商城中的雅顿粉胶订单打个四星内容是“吸收很快”，再上传图片,rate_order(...),,,,,,,,,,,1.0,0.6837101578712463,0.6376893520355225,0.629479169845581,0.6220917701721191,0.6098766326904297,0.585878849029541,0.5609604120254517,0.537417471408844,0.5364570021629333
在抖音极速版商城搜一下汰渍洗衣粉啊,search_goods(...),,,,,,,,,,,1.0,0.9891101121902466,0.9410572648048401,0.933749258518219,0.91843181848526,0.8499442934989929,0.8037451505661011,0.7956184148788452,0.775901198387146,0.7553597688674927
在抖音极速版商城打开蓝月亮洗衣液,open_goods_page(...),,,,,,,,,,,1.0,0.9941390156745911,0.9488633275032043,0.9121561646461487,0.8463867902755737,0.8309961557388306,0.8154416680335999,0.7773905992507935,0.7612217664718628,0.6350204348564148
在抖音极速版商城打开兰芝唇膜的评论好吧？,open_goods_page(...),,,,,,,,,,,1.0,0.9582576751708984,0.8496536612510681,0.822130024433136,0.8167431354522705,0.7293819785118103,0.7058749794960022,0.6873810291290283,0.684587299823761,0.678568959236145
帮我再抖音极速版商城里打开SK-II神仙水的规格啊？,open_goods_page(...),,,,,,,,,,,1.0,0.9339664578437805,0.9128764271736145,0.88086998462677,0.7551529407501221,0.747087836265564,0.684150755405426,0.6702289581298828,0.6457631587982178,0.6384782195091248
能帮我在抖音极速版商城打开苹果iPhone15的参数页面啊？,open_goods_page(...),,,,,,,,,,,1.0,0.9213710427284241,0.7195751070976257,0.6952367424964905,0.6832626461982727,0.6626256108283997,0.6507947444915771,0.628307044506073,0.6191403865814209,0.6028648018836975
在抖音极速版商城里打开美的变频空调的详情页呗？,open_goods_page(...),,,,,,,,,,,1.0,0.8594099283218384,0.8338446617126465,0.7922697067260742,0.7463977336883545,0.7449497580528259,0.7186823487281799,0.7063189148902893,0.6820217370986938,0.6407816410064697
看一下抖音极速版商城中小米手环8送到上海的时间好吧？,search_delivery_time(...),,,,,,,,,,,1.0,0.5774856805801392,0.5750538110733032,0.5718454122543335,0.5539321303367615,0.5292894244194031,0.5153259634971619,0.505983829498291,0.4978528618812561,0.48307308554649353
在抖音极速版商城把兰蔻小黑瓶精华加入购物车咯,add_into_cart(...),,,,,,,,,,,1.0,0.8500962257385254,0.8476236462593079,0.8184430003166199,0.7991349697113037,0.7913167476654053,0.6736266016960144,0.6559752225875854,0.6418383717536926,0.6357362866401672
能帮我在抖音极速版商城将500ml的海飞丝洗发水加入购物车吗？,add_into_cart(...),,,,,,,,,,,1.0,0.8167219758033752,0.7961364984512329,0.6710456609725952,0.5978281497955322,0.5748969912528992,0.5608392953872681,0.5272517204284668,0.4685768783092499,0.46117672324180603
在抖音极速版商城把3件南极人保暖内衣加入一下购物车。,add_into_cart(...),,,,,,,,,,,1.0,0.9672001600265503,0.9263255596160889,0.8792353868484497,0.8177587985992432,0.7920269966125488,0.7903744578361511,0.7606027722358704,0.7430757880210876,0.7061635851860046
