query,"bm25_score_for_search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)","bm25_score_for_search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",bm25_score_for_open_search_history(app),bm25_score_for_delete_search_history(app),bm25_score_for_open_camera_search(app),"bm25_score_for_search_delivery_time(app, search_info_slot, address_slot)","bm25_score_for_search_cart_content(app, search_info_slot)","bm25_score_for_search_in_favorite_goods(app, search_info_slot)","bm25_score_for_search_in_favorite_stores(app, search_info_slot)","bm25_score_for_search_order(app, search_info_slot, order_status)","bm25_score_for_open_goods_page(app, search_info_slot, page_type)","bm25_score_for_open_stores_page(app, store_name_slot, search_info_slot, category_slot)","bm25_score_for_open_special_page(app, page_type)","bm25_score_for_open_cart_content(app, filter_type, filter_detail_slot)","bm25_score_for_add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)","bm25_score_for_open_favorite_goods(app, filter_type, filter_detail_slot, order_type)","bm25_score_for_open_favorite_stores(app, filter_type)","bm25_score_for_add_into_favorite_goods(app, search_info_slot)","bm25_score_for_add_into_favorite_stores(app, search_info_slot)","bm25_score_for_delete_favorite_goods(app, search_info_slot)","bm25_score_for_order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)","bm25_score_for_open_orders_bought(app, order_status, filter_detail_slot)","bm25_score_for_open_orders_sold(app, order_status, filter_detail_slot)","bm25_score_for_open_orders_release(app, order_status)",bm25_score_for_open_orders_all_review(app),"bm25_score_for_apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)","bm25_score_for_open_logistics_receive(app, filter_type)","bm25_score_for_open_logistics_send(app, filter_type)",bm25_score_for_open_express_delivery(app),"bm25_score_for_manage_order_logistics_status(app, search_info_slot, action_type)","bm25_score_for_open_order_tracking_number(app, search_info_slot)","bm25_score_for_call_order_courier(app, search_info_slot)","bm25_score_for_open_customer_service(app, order_slot, store_slot)",bm25_score_for_apply_price_protection(app),"bm25_score_for_rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)","bm25_score_for_open_invoice_page(app, page_type)","bm25_score_for_sign_in(app, page_type)",bm25_score_for_open_app(app)
在$抖音$中的商城打开科比的冠军签名球衣,10.890357160593018,8.343783822898525,8.274114191474657,8.274114191474657,8.237864284104962,8.208149710300876,6.829245824508771,5.75715405427941,6.809792925722846,6.528522170127406,12.537593452589645,12.09641668242156,8.53531068640942,7.162513532442101,7.1321311754116685,7.510531953160246,5.748308965527064,8.161941533588767,8.09151613626815,5.76799782153256,8.451945486365402,8.68164940963061,5.877417296997177,5.660956594599581,2.232565701124017,6.925008029745877,8.787171117216408,5.937897394090562,2.2431151501172666,7.379296674958608,8.07078297202873,8.12421103064107,8.446497612910015,5.52928271583981,6.927379562090948,7.855555673813442,6.665096147711673,0.0
在$抖音$中的商城打开灵犀剑极轻大物的评论,11.833274838117607,8.343783822898525,8.274114191474657,8.274114191474657,8.237864284104962,8.208149710300876,6.829245824508771,5.75715405427941,6.809792925722846,6.528522170127406,17.99069136164784,12.09641668242156,8.53531068640942,7.162513532442101,7.1321311754116685,7.510531953160246,5.748308965527064,8.161941533588767,8.09151613626815,5.76799782153256,8.451945486365402,8.68164940963061,5.877417296997177,5.660956594599581,2.232565701124017,6.925008029745877,8.787171117216408,5.937897394090562,2.2431151501172666,7.379296674958608,8.07078297202873,8.12421103064107,8.446497612910015,5.52928271583981,6.927379562090948,7.855555673813442,6.665096147711673,0.0
在$抖音$中的商城打开雅诗兰黛小棕瓶的规格,10.890357160593018,8.343783822898525,8.274114191474657,8.274114191474657,8.237864284104962,8.208149710300876,6.829245824508771,5.75715405427941,6.809792925722846,6.528522170127406,17.249816769016476,12.09641668242156,8.53531068640942,7.162513532442101,12.158881235516212,7.510531953160246,5.748308965527064,8.161941533588767,8.09151613626815,5.76799782153256,13.378289136782094,8.68164940963061,5.877417296997177,5.660956594599581,2.232565701124017,6.925008029745877,8.787171117216408,5.937897394090562,2.2431151501172666,7.379296674958608,8.07078297202873,8.12421103064107,8.446497612910015,5.52928271583981,6.927379562090948,7.855555673813442,6.665096147711673,0.0
在$抖音$中的商城打开小米14的参数,10.890357160593018,8.343783822898525,8.274114191474657,8.274114191474657,8.237864284104962,8.208149710300876,6.829245824508771,5.75715405427941,6.809792925722846,6.528522170127406,19.08466696248585,12.09641668242156,8.53531068640942,7.162513532442101,7.1321311754116685,7.510531953160246,5.748308965527064,8.161941533588767,8.09151613626815,5.76799782153256,8.451945486365402,8.68164940963061,5.877417296997177,5.660956594599581,2.232565701124017,6.925008029745877,8.787171117216408,5.937897394090562,2.2431151501172666,7.379296674958608,8.07078297202873,8.12421103064107,8.446497612910015,5.52928271583981,6.927379562090948,7.855555673813442,6.665096147711673,0.0
在$抖音$中的商城打开周大福传承系列手镯的详情,10.890357160593018,8.343783822898525,8.274114191474657,8.274114191474657,8.237864284104962,8.208149710300876,6.829245824508771,5.75715405427941,6.809792925722846,6.528522170127406,19.08466696248585,12.09641668242156,8.53531068640942,7.162513532442101,7.1321311754116685,7.510531953160246,5.748308965527064,8.161941533588767,8.09151613626815,5.76799782153256,8.451945486365402,8.68164940963061,5.877417296997177,5.660956594599581,2.232565701124017,6.925008029745877,8.787171117216408,5.937897394090562,2.2431151501172666,7.379296674958608,8.07078297202873,8.12421103064107,8.446497612910015,5.52928271583981,6.927379562090948,7.855555673813442,6.665096147711673,0.0
在$抖音$中的商城查看华为P60送达上海的时间,8.392519662437765,8.343783822898525,9.009758626315229,8.274114191474657,8.237864284104962,23.54017444093448,6.829245824508771,5.75715405427941,6.809792925722846,6.528522170127406,8.68774693535093,8.417546261505963,6.170801582004859,7.90516508036115,7.1321311754116685,8.251268990240668,6.469170206742626,8.161941533588767,8.09151613626815,5.76799782153256,8.451945486365402,9.429552092798602,6.601907135123522,6.361259528578211,2.7872013104782614,6.925008029745877,9.531054258018365,6.675135430404167,2.2431151501172666,7.379296674958608,8.791652495853429,8.518460868147976,8.882294292254267,2.7927689917393086,6.927379562090948,5.426664827759307,6.665096147711673,0.0
在$抖音$中的商城把苹果iPhone15加入购物车,7.001837150864838,6.958956576892754,6.918586330963094,6.918586330963094,6.886965416247317,6.753666496566326,10.632782974043753,4.317865540709557,5.410306471307782,5.237156740870255,7.1852908119301455,6.965796889777543,5.450215629209259,11.219240153483998,18.668004202496068,6.008016362828666,4.330702654011247,6.827748499007085,6.737534794112008,4.342070750251538,6.990418696683785,7.211138631033726,4.411258659030227,4.2514975872546135,2.232565701124017,6.140007206691275,7.304178259495199,4.462640438745364,2.2431151501172666,6.471421080966541,6.613098090474871,6.66443579777282,6.9849548873911775,2.7927689917393086,6.105803789753606,3.8409201835961073,5.429556229750962,0.0
在$抖音$中的商城把128GB的iPhone15Pro加入购物车,8.392519662437765,8.343783822898525,8.274114191474657,8.274114191474657,8.237864284104962,8.208149710300876,12.035577895639609,5.75715405427941,6.809792925722846,6.528522170127406,8.68774693535093,8.417546261505963,5.450215629209259,12.685788290802922,20.161707029565186,7.510531953160246,5.748308965527064,8.161941533588767,8.09151613626815,5.76799782153256,8.451945486365402,8.68164940963061,5.877417296997177,5.660956594599581,2.232565701124017,6.925008029745877,8.787171117216408,5.937897394090562,2.2431151501172666,7.379296674958608,8.07078297202873,8.12421103064107,8.446497612910015,2.7927689917393086,6.927379562090948,4.697395025964787,6.665096147711673,0.0
在$抖音$中的商城把2件的百草味坚果礼盒加入购物车,8.392519662437765,8.343783822898525,8.274114191474657,8.274114191474657,8.237864284104962,8.208149710300876,12.035577895639609,5.75715405427941,6.809792925722846,6.528522170127406,8.68774693535093,8.417546261505963,5.450215629209259,12.685788290802922,20.161707029565186,7.510531953160246,5.748308965527064,8.161941533588767,8.09151613626815,5.76799782153256,8.451945486365402,8.68164940963061,5.877417296997177,5.660956594599581,2.232565701124017,6.925008029745877,8.787171117216408,5.937897394090562,2.2431151501172666,7.379296674958608,8.07078297202873,8.12421103064107,8.446497612910015,2.7927689917393086,6.927379562090948,4.697395025964787,6.665096147711673,0.0
在$抖音$中的商城把送至北京市朝阳区的完美日记口红加入购物车,9.20732965477656,8.343783822898525,8.274114191474657,8.274114191474657,8.237864284104962,8.208149710300876,12.035577895639609,5.75715405427941,6.809792925722846,6.528522170127406,8.68774693535093,8.417546261505963,5.450215629209259,12.685788290802922,30.548146831609927,7.510531953160246,5.748308965527064,8.161941533588767,8.09151613626815,5.76799782153256,19.13619795543214,8.68164940963061,5.877417296997177,5.660956594599581,2.232565701124017,6.925008029745877,8.787171117216408,5.937897394090562,2.2431151501172666,7.379296674958608,8.07078297202873,8.12421103064107,8.446497612910015,2.7927689917393086,6.927379562090948,4.697395025964787,6.665096147711673,0.0
